tier,rank,puuid,queueType,region,sub_region,division
SILVER,IV,I2UMlw428ab4_iNyTkhf9Y5gIldQd3c55QbHqxxcTuhAI8Wfn8J13MPVSNP1hexrfgHmKHzL1NaaMg,RANKED_SOLO_5x5,europe,eun1,SILVER_IV
SILVER,IV,cEXW4fDpv0JIqacpfR1EfHT4G5YMHnneIOm2e2Uad8qORv_HddCJC4z5w4_b8aiy9p0QbJUPA_O1iQ,RANKED_SOLO_5x5,europe,eun1,SILVER_IV
GOLD,I,BD5V7UdISb6r0aOHUBe9MENDR_2_Ou8f_UYliB8TPp8XPgaeUL4tAlYyeJIdw0d46av6QBLCzFuccA,RANKED_SOLO_5x5,europe,eun1,GOLD_I
GOLD,I,mQn88l4T7OhYzdeWUerJ4gS90Z7AICeGlca8k2yuZW5UotPSB99-2fBfIhS_JUYqrQaEpL-fuPEx6g,RANKED_SOLO_5x5,europe,eun1,GOLD_I
GOLD,I,BLkZ7vqGl2uqU7AcfZcSqVFz4gvFgmdxOIW7fhV_qq5ofaxJ_qj0MWq02Ua1IQJGQFID8qSMLu7YtA,RANKED_SOLO_5x5,europe,eun1,GOLD_I
GOLD,I,GdFmjBSthCxCqMhPLYvgvaSkfgUpwOgXxFBZq9PzLP0nz4JkYl_4j7jzOGAmx0eZcTufcuNJF1La2A,RANKED_SOLO_5x5,europe,eun1,GOLD_I
GOLD,I,jfuIUi2XagqRKWy1te712NE2H72ROWlgJMtm1UNKUHNikSKEukv0MfnErxH2QPY6bai16gOO4013Sw,RANKED_SOLO_5x5,europe,eun1,GOLD_I
GOLD,I,92wCFGabxRJBdzx8XY9RnIfploxXkQVcCpTJaAh4dATUr6Nw17HjZYvxqFZ2nYDF_ipQ2aUpNzsltw,RANKED_SOLO_5x5,europe,eun1,GOLD_I
GOLD,I,rlKNzpuuXVsyI2o-vXWjd9F9-bAA-mGKPx8hP3IOyfTVPYEqukVNzpbqIkKzaD-5JW0zjX1fGoTFjw,RANKED_SOLO_5x5,europe,eun1,GOLD_I
GOLD,I,dKY9LfDx-SQlUyLzRVt97Bw163coPWzSdehtlZAW5AUYQHDSzQITXqdyurpPXtsVvPQpQvSwdodfng,RANKED_SOLO_5x5,europe,eun1,GOLD_I
GOLD,I,NVp7qi4JevH4q5siGo-Yt_b2T5-03cY4bWrnlDt-fowfAK-UsjVpOEY6EXYkwAl69ejpxPbPImZVHw,RANKED_SOLO_5x5,europe,eun1,GOLD_I
GOLD,I,mB0qnTUu612Un_8G9AwCVjEH9Q6UZtUHfYmvPJ9FD7eVIAJ56D22MIOy6ftxHcKkwCj0dX0cWAfLNg,RANKED_SOLO_5x5,europe,eun1,GOLD_I
GOLD,II,rz8k-0AxFNP-XGWuiGZwm7d7gaK8sSaBydn3GafDBgpTLyFGCbAOYp5IoVYUL9HHu1q5UR37CqUrBA,RANKED_SOLO_5x5,europe,eun1,GOLD_II
GOLD,II,XU9QoPPEIGqYRoUeBvtYpXkFHUfE-1kdu9Z0plbvQMmUYZi3gBO5UbNMgIFmr4PFmzqTBW2Ki6wcxA,RANKED_SOLO_5x5,europe,eun1,GOLD_II
GOLD,II,FNCgzEUlLWNu76csS2lOIUa2IK8HwnY3lsi9f5ULH0j7EwL-_ODrYoblyneUOGSr1o3cho2c4gcVPA,RANKED_SOLO_5x5,europe,eun1,GOLD_II
GOLD,II,yGYN8IE6_AKww5kygqyeBjIpKsalp-9yPkCyAy5pFn3ifu2B9iGKRyPOZb-DzRtw9K5h3gH6oHig1g,RANKED_SOLO_5x5,europe,eun1,GOLD_II
GOLD,II,hcH06Pq21UCm9fOYYe0AHomSL1ytNCJNHvhqFSC5hhSh3Y8CJWqqKn_kpndXJjqBcWC4qymNiOWf5Q,RANKED_SOLO_5x5,europe,eun1,GOLD_II
GOLD,II,u3evn2bhkjw0TpXSHLnKufz5nzTjda1Eb2z1P0NtPJ2wNhqVfh1lq8Wbg33zhWa_r1BtIK-OlFS3tQ,RANKED_SOLO_5x5,europe,eun1,GOLD_II
GOLD,II,C4Rl0OyxDAJ7FTeZOO6WrWC5-V59rXRNU0xZnzurIbJkoJtEPOphIJ8Cg2H-Tb7qxRsRaNTG7AdyBQ,RANKED_SOLO_5x5,europe,eun1,GOLD_II
GOLD,II,yPMGw9vbOQzhroYSy8znEud9cHjaE8O24JzftK78zigUgeLdTX8v2WCVyEMUwJ7xvhkHau2X3bGsdg,RANKED_SOLO_5x5,europe,eun1,GOLD_II
GOLD,II,lzIjcsqHDv7dqJZ_YlfHljJiegqlZfUVIGM2ynv0hFi5JGxbkMShbWbzH8mx-OfVvXjXEi_yR_yAgw,RANKED_SOLO_5x5,europe,eun1,GOLD_II
GOLD,II,2gNIRX4UuRfFuqgGQWFhy94Nk37XWd4zMEUxt5M_TaqYdkcCxO1to_YJL2O3xy1P5aP2KvPEwkfeWQ,RANKED_SOLO_5x5,europe,eun1,GOLD_II
GOLD,III,LgyP8CzNJ_3AUcAWDCJ3AfJe5IRSnhImyAsQvhhjVnIJibprBqLQqvFPDIes02qxxajyt6xG_3O94Q,RANKED_SOLO_5x5,europe,eun1,GOLD_III
GOLD,III,2XEg_fTXgjmid7PeL_Fzxf8GKbRRLjTxrx9UkI8Oju6E36kVtonRwFgUsisI2dmmAJ5SwOaiPANDJQ,RANKED_SOLO_5x5,europe,eun1,GOLD_III
GOLD,III,NbLwmgzMdvsHPkX5fKlK6fxAwZVJ0Armer_aSvXPDK3pWEmbEZfD3jGppX6jtWfKN9uCwwk3LOe1uA,RANKED_SOLO_5x5,europe,eun1,GOLD_III
GOLD,III,wPt4_KwFoT1TE7OqWja9XTOSrEy4Fw-efFeUEaQp48lTm9f-EXrH0SSrlZtpJ4Urfu5dvEhP8PlquQ,RANKED_SOLO_5x5,europe,eun1,GOLD_III
GOLD,III,RsqEUNL0Qk3di326FmUayFx37TvUne0rCg66IN_cHxwFjfdKrNUuLCqI8LyGd_shV_JXcWdOJeZ_Ew,RANKED_SOLO_5x5,europe,eun1,GOLD_III
GOLD,III,z8eZyd6gFQ67MKIH42v4tjnLHu8W68JYoXCCtEw68Msy13EObTe91MixnMartznQX82FN6-XnZ-hyg,RANKED_SOLO_5x5,europe,eun1,GOLD_III
GOLD,III,kI0g7hrQeUOm_RqEJPIV0WaNE6qMCIhQQiV4twwX1DOUTTtkvP0HrHMmtsJDpJmKTq3ZtbijpmfR3Q,RANKED_SOLO_5x5,europe,eun1,GOLD_III
GOLD,III,b6IgHq_sUZvTF246KrJcKgo53rp3xtolhT44mO5WT2sLgMXe3ofdOqasJ0DRvTm0kxgqUSQs9fFdBw,RANKED_SOLO_5x5,europe,eun1,GOLD_III
GOLD,III,dNZN-aO-uE6-w7TvDyGwcGgWlXjqaSQS5zouUpj5MBdh6vRJWfBUXZ3PLIGmmp-9HE6PpPyylNSTpA,RANKED_SOLO_5x5,europe,eun1,GOLD_III
GOLD,III,FW3o5BuqHGOi78YMilSFlbUrcaeZRVHTnyooOBrU8xdtxJv69VP7PTloae1TzShp20_jvQq4iwrV3A,RANKED_SOLO_5x5,europe,eun1,GOLD_III
GOLD,IV,imqPoDAoBzEHqZEqGtCne7BR4JQ7lJnRzDWeXeonZbwmxHSmyBR0vIUpKI2TVQiY23gJCarO5vfNJA,RANKED_SOLO_5x5,europe,eun1,GOLD_IV
GOLD,IV,ZfhqOEf9n6UXw41NTEFcYUWaPu5mnj5FsfJKZQHe1QNEK7TYqlZdrPviraghXserO5y5jheCMQKHgQ,RANKED_SOLO_5x5,europe,eun1,GOLD_IV
GOLD,IV,kLPq4i2y9ts6dFpFZXx90i_LdZjaYAUdmG2U0KVmGW5NWvSPHWl1AppY1t2u_Ejh5i1FihRSutipCA,RANKED_SOLO_5x5,europe,eun1,GOLD_IV
GOLD,IV,FqKSG-41dXViGafHPMSD8L-0iUuVXsTbY545NFBfNrBjSJzcJK9AUiQWbyehQlqLHnJwtr1vRrOBiQ,RANKED_SOLO_5x5,europe,eun1,GOLD_IV
GOLD,IV,-kDXNvGDp33nXQmh5gYa9NppJ3JxBL_HnlnqYYum-9W9wbF9vDog-u-tLkBCC9kT_C9Ou9yyJtsrfw,RANKED_SOLO_5x5,europe,eun1,GOLD_IV
GOLD,IV,iT9V5hgC2Q7tsHNf9EXVyGdlpEuiI43a94jn8I5Bwokt-wvqTh9n-8jFZtrE3IKoBEe6ISslGi-gNg,RANKED_SOLO_5x5,europe,eun1,GOLD_IV
GOLD,IV,ZvOChviWifylGXfgl1U1nalxBVBQeJdcuAuktqFz01HCWW4WWqgj75JQm9Yu1ki1XTRn0LUMGylxag,RANKED_SOLO_5x5,europe,eun1,GOLD_IV
GOLD,IV,AV_rTwxpdq4E7q6WCBavaiIlw2UFZuNOHr3txmH2MMRUxL__uCu6EcAPT9PmzYbPjpKI-KRMq_arMg,RANKED_SOLO_5x5,europe,eun1,GOLD_IV
GOLD,IV,e3k9k2X9EoemCG9WlY45tPn1leCsUepR5aqiM-peejlQYcIX1YlqkSZlsm6Ljp9CpdOLura6kNaswA,RANKED_SOLO_5x5,europe,eun1,GOLD_IV
GOLD,IV,Zo_-k4FMcKNsZjE5PW34zq5hHzi2YWFroDGJ1PdxAGoK5pAsAbk1tDKbQiEfFcUCyyKbYVikso4gfQ,RANKED_SOLO_5x5,europe,eun1,GOLD_IV
PLATINUM,I,Sa5Hec7YjtEkfkHxQ189EV-Xj37fN1XYZtPwl8OZ7el4O8uxZedViQ2RapIgyPvJYNOo9D2iHA11UQ,RANKED_SOLO_5x5,europe,eun1,PLATINUM_I
PLATINUM,I,REyEew6Yd4RI5Gjyvo8EU1c8QoIyXui0DQ7BnyQHHHA2PYMH6JfAP1vStEUfPjonTtFh6g9XYwjGrQ,RANKED_SOLO_5x5,europe,eun1,PLATINUM_I
PLATINUM,I,9jn-hmnhwr2LjYqIYh1h0iNlmU6-tUEnEh6SGYc81ZsxgClNcirH_DL--EtW6cScozT7RRORlOQfLQ,RANKED_SOLO_5x5,europe,eun1,PLATINUM_I
PLATINUM,I,9vPu7IKF33svQJPkn-DWyJfkU_IS0WFePOj4XTEW6_-T7ognIXy_AEAZU9tDXxyh7w30I7I2Q1BWOQ,RANKED_SOLO_5x5,europe,eun1,PLATINUM_I
PLATINUM,I,FNriV8zfX9gin9ZJzl4uFxmfPOKE5AEzTD4SUVDAjTmwTrmmZP-OR9cREfJPT-9kVdTmQnUWi5uDtg,RANKED_SOLO_5x5,europe,eun1,PLATINUM_I
PLATINUM,I,OSW4w9651ru00-gOhCUZ4-jiE0baufgH3id-BufO5y4i-sCEbEYrvakNgMFrWp3peYAFuxn22LOUSw,RANKED_SOLO_5x5,europe,eun1,PLATINUM_I
PLATINUM,I,MplAE1i89O0XXn9xHxjaqKN0J8uXVUiuCHZWm17iUPKZPkk6sytPEKHDRGP4laIlcGQmcye10pFxgQ,RANKED_SOLO_5x5,europe,eun1,PLATINUM_I
PLATINUM,I,b5lLXaPGjqvRStZmUPZlijoJeweNFTm3GiY306JeuqbloTpHXnsIq3AxTCYqLlxNr_jcZB5cjyLDjQ,RANKED_SOLO_5x5,europe,eun1,PLATINUM_I
PLATINUM,I,0ZRnMT3ieGdFmOmPd_uCKt7P75ntoriHa2f7Ij4GjSShfVj9o3Ek7D-LLCfsAPdzS1eKoTB4-2OsZA,RANKED_SOLO_5x5,europe,eun1,PLATINUM_I
PLATINUM,I,KtbkSZAW2b2yWi_XztoYuxkbDdyLeeW59i_26BSOPlzh3mScZULwuL9zED5G-ihZjXhUThZYE82mBg,RANKED_SOLO_5x5,europe,eun1,PLATINUM_I
PLATINUM,II,Wlvagu7BfzGMsz2zMUTTDunHMJNTZ87vlqqnPHk82CoC4xAjuKIPUyqIS23c5Xr4PEn7P7hyAFpGDg,RANKED_SOLO_5x5,europe,eun1,PLATINUM_II
PLATINUM,II,tMB6Npa08FJzm20_erCEqAHRSJbmOdLeyt5H5BaypVe7fbePsymwJYJSCaIe9ueFYYB0eZ2nG4rpeg,RANKED_SOLO_5x5,europe,eun1,PLATINUM_II
PLATINUM,II,aG7i4tODr9rsjjUbECRt1tD6RdjwNDeQqsKNsduNOVuxhbx37rrDP0OQJVFU8BW-WtkFyajZ1zlwrg,RANKED_SOLO_5x5,europe,eun1,PLATINUM_II
PLATINUM,II,oRABJo5TBAlM2qhIhcHzuECgkUuEfzUuBh5CV7ZdlSSn3T0S3qJhtGFs1Nc9QPj44v26gbb2xBWS9w,RANKED_SOLO_5x5,europe,eun1,PLATINUM_II
PLATINUM,II,LExa_9SCft-aBD-rZdF_CZ2bRdh4gIQEfcK0CleYHP6WLxI3A_29ULLpuuAH_NFLnV0tcLljoiocig,RANKED_SOLO_5x5,europe,eun1,PLATINUM_II
PLATINUM,II,3FN3UPEX9jhS4BTlQ3GIDgIoCf7TAOC_nmyFJ5jOi1CMYO1Kz9dQh87rmkPdmWIvwMOwEveXtLC7Aw,RANKED_SOLO_5x5,europe,eun1,PLATINUM_II
PLATINUM,II,wtPYBVHkKprvMAce4DyUTDtNrRRKkVwyH50N-sDTRtjUH7RVOU_cj2szJGQGgoB7u-U1vE5deQNumw,RANKED_SOLO_5x5,europe,eun1,PLATINUM_II
PLATINUM,II,AcOeSvHPWWt9x1wo-74Y5buFiSmSe1OWuwD1eo7jIbShMyPHHxB0xkgMxLUUcfZPcOQH0xz2rYh3WA,RANKED_SOLO_5x5,europe,eun1,PLATINUM_II
PLATINUM,II,hH9BEoE-LmbkxMX2dr8l3Jocd8-ZoaX8Dj1oIQM6AtKwGsYa1umDo1J72LDACUwMjQH5MTRhxWi-Lg,RANKED_SOLO_5x5,europe,eun1,PLATINUM_II
PLATINUM,II,ftNA6RAays-DjF21L0zt-0cdAX9-oMS0JY38VTKRDuwaM-NqcaPlYRaNDCUegE_MkVJI6v7C39_gug,RANKED_SOLO_5x5,europe,eun1,PLATINUM_II
PLATINUM,III,Y2gWXifnHTrGnn0-Ik_JCQkzvDXiM5pw6F1bQ1AWcV6v6znruR0wgV2z8VqWB1QwhEau8Azsw-eoig,RANKED_SOLO_5x5,europe,eun1,PLATINUM_III
PLATINUM,III,Ue88N1rreM1l8nF7uWCyVWNlW_ItEbm0slU0iUR3OPeV7pQu4yhsobX8sUIp0vLyVujZlPcVxiyhlA,RANKED_SOLO_5x5,europe,eun1,PLATINUM_III
PLATINUM,III,12I-JXk8wGarLa0icAm7K4BmhDgI2nRmK0awqn7nvTleh1nTNXtbM-dsZf-je_jE8beums-HasRwig,RANKED_SOLO_5x5,europe,eun1,PLATINUM_III
PLATINUM,III,_gxnN58g8FFs5ZYamj_pN_udsB2zJztCwu_3GzyjPBucFpdCox8ADqpzs47WgWA7jdNe_RjySRuspw,RANKED_SOLO_5x5,europe,eun1,PLATINUM_III
PLATINUM,III,ktY41Q4UTdiv7ZhivIBG-UlwyIUVBRKzoonGQuaJ3GzW2h9mW3gNG6Ooo9BRR5VaAf6tWZNIAhvZ4w,RANKED_SOLO_5x5,europe,eun1,PLATINUM_III
PLATINUM,III,2MHPud9CobWwrgCYPw4w10dJ58U8haySUY-aKwDxZDCXo28aHMMyT25ferU4lZs8mT6DQksQEKK3wA,RANKED_SOLO_5x5,europe,eun1,PLATINUM_III
PLATINUM,III,cEf4cq1R1o8ehLM_OQWTllI01j0CKS2X9P4NHhX0vSsvXkinnJd1bxRUdryTcFzJuLsfMvoq9DOtVg,RANKED_SOLO_5x5,europe,eun1,PLATINUM_III
PLATINUM,III,q-hpo4n1DBXQArWOalNUPvtnRgyJNzYVA8BcejFJvtgP4X7pTCrVnKtnSDBkhsgcSnuxUf2PonpJMg,RANKED_SOLO_5x5,europe,eun1,PLATINUM_III
PLATINUM,III,b70Xtd_KSQaOazt-_vYJKMkSJj9-RiNxLgkQvcSiuha2UF725rmjJ1wwg3XIQiTazUSy3Xrc4a7pVQ,RANKED_SOLO_5x5,europe,eun1,PLATINUM_III
PLATINUM,III,qvZwWhZGb92Q3Ln1-syNA7nIT7P3Ud0XvafkKYpYRmhVaNo7dgb3i6PlWW5CLj-Nm0N5milPiuRATA,RANKED_SOLO_5x5,europe,eun1,PLATINUM_III
PLATINUM,IV,7xEth3mKy4gCv0cRC_favrGEIGLI6Xm1wxg9rB9huW4o7YXwzGnEXArBv7d3JHfYXV0PGc1_fe0QsQ,RANKED_SOLO_5x5,europe,eun1,PLATINUM_IV
PLATINUM,IV,mzE8cL7ZZdB04UTmpG8QyphjmTPn99S27xld-90NC_vRdMrfNKdy30rlIEMFvMBShVXwVJal8ag13Q,RANKED_SOLO_5x5,europe,eun1,PLATINUM_IV
PLATINUM,IV,52X0v_drLpEgNgP9lVAsoLbidUlbuv4tnLiUdzZKOBva13AoowzzrOfr6eVRcTife8CUyHGAsFmPKg,RANKED_SOLO_5x5,europe,eun1,PLATINUM_IV
PLATINUM,IV,rGOJ5u-Ud1CvfSsCPGmxstO344DjOHHq-QHNTd-Hc6IipnRdI14MVKwfaFVuo9wpVCr7Dot0WrtjBA,RANKED_SOLO_5x5,europe,eun1,PLATINUM_IV
PLATINUM,IV,YCA50Xjo3eUl_Zn2U4Pux4Y8sm5nbvozFWFYBxB1b0FktEKwV1D8oxmU94vuzdb9evL_8TvHZDTC-g,RANKED_SOLO_5x5,europe,eun1,PLATINUM_IV
PLATINUM,IV,P6cPzAKPyZ9k8TLRxTvQWrt9q4SG9aBdjro6cBU-_i_m7W8XoyGyzzI1-fpKBCviKz4f3dDTtPFtNg,RANKED_SOLO_5x5,europe,eun1,PLATINUM_IV
PLATINUM,IV,O7g7L20ACF6dWN-Ys3FwNedUFqxyqvcBPL8MLSAUuSHEvQJeQpSkMAYIYougxqwRLqpfrJeajeUCpQ,RANKED_SOLO_5x5,europe,eun1,PLATINUM_IV
PLATINUM,IV,mzx5tnMIoiLTg6XpFhVZYDRFyak1-xdf9hwGsZ5qPl9s15jG6Rp8Jkm3AKkbJoqV-qj-oFGggQYDIw,RANKED_SOLO_5x5,europe,eun1,PLATINUM_IV
PLATINUM,IV,P4XN44-A50EGpcj0lIqzzOFkzJOI6nXYHxjCzoQgUIFT2V1DuBq4pIbAoWDmghru7fWo6Ct-HlpWXQ,RANKED_SOLO_5x5,europe,eun1,PLATINUM_IV
PLATINUM,IV,sKeyQAyXR579RASAi2oQhZWbrR-SIu2uSGQQ7UVx6dcH7KV0bJv9kboVfWuBE0tNY0mOc4HG4GBa_A,RANKED_SOLO_5x5,europe,eun1,PLATINUM_IV
EMERALD,I,0tYUyp_lQ0PIf0UzCc4bYbT6xw6mL_CezaYH1vfJLlF03a3RCQxigJ-sYvEtBIYJ80WwA8xaMwdvDw,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,I,w6sQMjDwNvb0WSwr8Da-o5A8Tf0rvpHRmCBfFhNEq2dcIspz7cW3UZfa5Lt9qmJb16-gh6TnOIH0Tw,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,I,EK1xbuheUZtFxpbxwUmgSnf6j4daLOUtMXbgWmy-Q2PqpC_lZBcPNO-7GkzmfFqNqtESQ1FNVllWkQ,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,I,l0i346zVKcLDwRMaJOvkPqtsWKlRQTgPOoGtSKCYCm8Z-gmpqHREyasG4zquROP5cT_SW5eYT1LnWw,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,I,RVgQHMqAWC_rAUjQNtHogyMrB_v_rxk-CAkXwt8lHMIMf_o2sz6wBv8_xK9X5qYpCfiekpd8vKo_xQ,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,I,vWsFwELeP4y5xV2RQjLAgZdxiSHXZlWOp_RQCpYgIby7V1AwK1ynfx2tjU-vGuEn550kR0ih7o_IIA,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,I,5vHm82DfvQF3Uv88iyVE4fPPgYI6rb1W0d-NWBXkWE44i-NcmKLkWC8K2RgtWTllG761s95fQes-kw,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,I,BuWNcvjIsIFgCFbCCiQewWKxhUIzyIw6o3ewtVcMy7CYZ9jMakabIlcpwtCVj8ouTV4NifwPtnfdGQ,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,I,_PSXRM2iZnIeGLgUMMsCUkHFpQ9XhQEd2alMrVnQedaCmE8C1wkiEXmXFEZMP9ZN6qptfZmCIKgh2g,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,I,R165xq_IEZKFTb3SlSDpKFUF7ru8Y3UgGSHKNqqnpQJKnLWVm03JDQ-jO3xHc7ql0YK0rgqaMKS2Qw,RANKED_SOLO_5x5,europe,eun1,EMERALD_I
EMERALD,II,z64d1FnWbkAxK2r5-wv5pJOK1SeoCg85-6C7gsQwJcjpUALnB5cboKur3TqK-fUsbJGn6ZwOt6wYGg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,vpGxa14ARBoR5VlsnqIU3uVdRq8rU4eErJK3rBv-QVCd5ZLEDgl1bdWTov5hnsf9T2unVTc68SqB0A,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,F8DxgfMCxH6XCkj7N7gwQ3vWN3FyXSQTYBkz0MZfQIxUSTZBlyGN2VVMB7E6apvHRf8fTaRkzYHvEg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,Da4qQrtuEaJReWL4wrS2o6QJa-p1g13_6V_H_PEZFItJJHGDWxr9q97GgM67gUBEPrrka-BTOCTcsw,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,zeEIe-t7mpxLQITQssLsID_knyyXDTiA6DpnadgI47pxUq9moj-qrDmZ_5B0AZ-TCuSlOrpQro-tGA,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,YZKxePvaoSsNZN5DJZHfu2DrKCO5Jl6s8XySn5iGsrYKs7Z0S5OYvppe9MLdV5CgGtzT8820V7rUgg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,Cxcf1rHrj1dKzpsBdDlw-4ilkAAl20iG8wydxGRLlEVJsgRkIE9zDn4XMYYQKig_oRRduN78TzHudg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,YL0lg4t1r7v6Xq19gNNdXaYRW3DYOq_FpmrSmG0ntCmTIKwcccSUE8GmjeMLdQy0HE688XHdWKUmMg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,t1TgXjWpxhgmDVnrEPnEgRZiUC-3rdRFhtSktU-Eb2PL9jqFfSsgW09pzXadIM3kLs4EHkA-iavgEQ,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,II,o3tcjQCRxkYdzaunECQBD8X_6ht_Pc6Kdlm2PBbIvbzGhdYUisXsAb2kfLEsEvE-ivbK7t2w6NLxTg,RANKED_SOLO_5x5,europe,eun1,EMERALD_II
EMERALD,III,S6OJjyu22KWRXBiRAwV6zplm_GTBZ71CyG--8rYN-cO3_Fl7dg1dVFdmgWfWVt9Kc6kY3ITwbu3_OA,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,xpWrtJnV0ER0wtCks9uw6bZza6-cEYux-zlJRlHeuRZdozuoYTxdROQBk8IYBWNGbukkG7BCPSalCg,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,qUsWDr_fpxGTS5h7vrHVO3zV807EIAyu6cWazeE2DvRNbYqC2rT70Vqbj5xcaGIAKSkppwGd6l4T9g,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,Fd5sMVb0ZpFtgUrlbBxEBnW4dSkJqAOchaBBy-y9DHzuWtekpgf8WAX1fx6T5v9Tyxj9j-Ti8mM9Zw,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,i3orMphpskwmPftkOnW2fsaQdjj_a7NJk4Mj8V1A8cAnYEhH4Qle91patVi6GPgVlaRjVWUinvQCzw,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,NnQbvPCBEQ_iGOU5Rm0kfsrPHPXyK42e3f603w_iIWRD6vX67Xbr3rcaMjmoexbHk0CQSknI0VxjPw,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,KQRN-7aRzLIYyt-8n2t5zL1GYREU1l88zxtP5sZcoIzl1HgeUVqHPncei1Ktk1PLJUGmfG3dv0PuRg,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,kc8x8C139Z-oKHn2kLfIRs6Q2nPS8Q2B9msFfSpzJLgV4TFK67pDxf1Dpgm47G9n1hB_uY6UvZZwRg,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,orSrOZkZdwHmARYmJ7yp3SfbsGyv8IBWZhMLatP2hWV5liNDDAH7Awld_FUVN9GA6lysleIgzTCy5w,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,III,kaEzicneYPVPgnLRXH5GvbZ1xWqqT8ID7Ibq0OAL4bDgFNJYKDhsnaVVE4PEIfEHffcpYx10-3pW4Q,RANKED_SOLO_5x5,europe,eun1,EMERALD_III
EMERALD,IV,EefI9zUpTIW2NQ-t-xx5l_x9VvUHB-7jIkNBY94tWwDzPkDfH_bD0VGvHKWtOQrw0bmbbEaiMifntw,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,Dmi929xK66XNscXaEbZK8x5g4cFiTsR-5wyxhHb4i66O3oUG7BBIrygjAV-X4pCMq3yc5KR4Quq1_Q,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,d6u42ERUy3V-SCvcb7zmcWyySW-7GHV6fu62XjyHlXXu5ZxCweP2o7MtAWm7NsR54nLxuDlW8UnNPg,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,97LCrvXmYE4tf4X5ofOKgTHTrpw8BgvwBWRj4Myp5faa8zK0q3aUbxlJnwAs-D2FWNqa96rNz4SdQA,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,RXjBQ2v1oLYJCduzGL12EN9kbPhbeAkaJAOuk8aRgMy0psjmJhIAIKa0iVCGENqo4XexSFXD8ZQrhA,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,mwfqpSwzFMmwCa9-SJRzOVV0_49v5EYBjRlPtm-2ghkFFSDRYUyf7uahtd0scTLO1WUUTvnQJLruLg,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,1y65w8c-5odebXd_qc19aHY0E2ROzKVYFt4CS_WnELUn7-d3sBOyjtAstR3xnhISUm9jRPyd4enVqw,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,hqJAwSZZ4c1_3d3LRPZPrMZQNR9-Q-MBE6sneOloRbdHXFKUt6Qr75VgZzi41yO3GI_yuhe0zt53Lg,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,C2gJAb6P27JFF7YTRhQau6UBzUCvIUz6zcXyE7PDWsIjzbQXTVJ7n5YajXJ9LG7TFW3sgsGapGo2nQ,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
EMERALD,IV,yezx6WFTchUE3Koc2c7GiuBB_VbFlpUNN-RrmSvVsSqRKNjdOUKZVL64Qb3ioHJ0T8npvOhsnDa8cg,RANKED_SOLO_5x5,europe,eun1,EMERALD_IV
DIAMOND,I,yj2_9m-XfqesuZeatNmz_SVDjRa7SaiEB4P9XRcUNkMBK7lBrHdk202njRNa3oFoDjFNLtn4hpGUgA,RANKED_SOLO_5x5,europe,eun1,DIAMOND_I
